"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2021"|"Hurricane Elsa"|"State of emergency"|"0"|"2021-07-06"|""|""|"GA"|"Appling, Atkinson, Bacon, Baker, Baldwin, Ben Hill, Berrien, Bibb, Bleckley, Brantley, Brooks, Bryan, Bulloch, Burke, Calhoun, Camden, Candler, Charlton, Chatham, Chattahoochee, Clay, Clinch, Coffee, Colquitt, Columbia, Cook, Crawford, Crisp, Decatur, Dodge, Dooly, Dougherty, Early, Echols, Effingham, Emanuel, Evans, Glascock, Glynn, Grady, Hancock, Houston, Irwin, Jeff Davis, Jefferson, Jenkins, Johnson, Jones, Lanier, Laurens, Lee, Liberty, Long, Lowndes, Macon, Marion, McDuffie, McIntosh, Miller, Mitchell, Montgomery, Muscogee, Peach, Pierce, Pulaski, Quitman, Randolph, Richmond, Schley, Screven, Seminole, Stewart, Sumter, Tattnall, Taylor, Telfair, Terrell, Thomas, Tift, Toombs, Treutlen, Turner, Twiggs, Ware, Warren, Washington, Wayne, Webster, Wheeler, Wilcox, Wilkinson, and Worth"|""|""|""|""
"2021"|"Hurricane Henri"|"State of emergency"|"0"|"2021-08-20"|""|""|"CT"|""|""|""|""|""
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"16:30:00"|"EDT"|"CT"|"New Haven County"|"09009"|"Branford: Residents in evacuation zones 1 and 2 along the shore, in low-lying areas, and those prone to flooding will have to evacuate their homes"|"2021-08-21"|"16:30:00"
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"17:00:00"|"EDT"|"CT"|"New Haven County"|"09009"|"East Haven: Streets: Atwater Street, Atwater Street Extension, Beach Ave, Beachside Avenue, Brazos Road, Bradford Avenue, Cambridge Court, Canna Drive, Caroline Road, Catherine Street, Center Avenue, Coe Avenue between Cosey Beach Avenue and Wilkenda Avenue, Cold Spring Street, Cosey Beach Avenue, Cosey Beach Avenue Extension, Cosey Beach Road, Dewey Avenue, Ellis Road, Farview Road, First Avenue, George Street between Bradford Avenue and Wilkenda Avenue, Hampton Road, Henry Street between Bradford Avenue and Wilkenda Avenue, Hobson Street, Fairview Road, First Avenue, Jamaica Court, Maturo Drive, Meadow Place east of North Atwater Street, Minor Road, Montouk Street, Morgan Avenue, Morgan Terrace, Morris Avenue, North Atwater Street, Old Town Highway, Palmetto Trail, Pequot Street, Phillip Street, Roses Farm Road, Second Avenue, Seaview Avenue, Shell Beach Road, Sibley Lane, Silver Sands Road between South Shore Drive and South End Road, Smith Street, South End Road, South Shore Drive, South Street, Stanton Road, Stoddard Road, Supa Drive, South Shore Drive, Stevens Street between Bradford Avenue and Wilkenda Avenue, Stoddard Road, Wilkenda Avenue"|"2021-08-21"|"17:00:00"
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-20"|"17:15:00"|"EDT"|"CT"|"New London County"|"09011"|"Groton: Shore Avenue, South Prospect Street, Beach Pond Road, Pine Island Road, Jupiter Pond Road"|"2021-08-21"|"22:00:00"
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"19:45:00"|"EDT"|"CT"|"New London County"|"09011"|"Groton: Shore Avenue, South Prospect Street, Beach Pond Road, Pine Island Road, Jupiter Pond Road"|"2021-08-21"|"19:45:00"
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"17:55:00"|"EDT"|"CT"|"New Haven County"|"09009"|"Guilford: Residents living in coastal and/or low-lying areas, areas prone to flooding due to storm surges"|"2021-08-21"|"17:55:00"
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"12:00:00"|"EDT"|"CT"|"New Haven County"|"09009"|"Madison: Town of Madison: all residents south of the Boston Post Road ahead of Tropical Storm Henri making landfall"|"2021-08-21"|"12:00:00"
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"16:00:00"|"EDT"|"CT"|"New Haven County"|"09009"|"New Haven: East Shore residents south of Myron Street. Fair Haven Residents on Haven Street and John Murphy Drive. City Point Residents on South Water Street."|"2021-08-21"|"16:00:00"
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"14:00:00"|"EDT"|"CT"|"New Haven County"|"09009"|"East Shore residents south of Myron Street, Fair Haven Residents on Haven Street and John Murphy Drive, City Point Residents on South Water Street."|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"12:40:00"|"EDT"|"CT"|"Middlesex County"|"09007"|"Old Saybrook: All resident"|"2021-08-21"|"12:40:00"
"2021"|"Hurricane Henri"|"State of emergency"|"0"|"2021-08-21"|"20:20:00"|"EDT"|"CT"|"Middlesex County"|"09007"|"Middletown"|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"12:00:00"|"EDT"|"CT"|"Middlesex County"|"09007"|"Clinton: All areas south of Route 1 and for the Kelseytown watershed area with additional emphases on Princess Pine Lane, Woods Lane, Whippoorwill Lane and Ironworks Road."|""|""
"2021"|"Hurricane Henri"|"Mandatory evacuation order"|"1"|"2021-08-21"|"12:00:00"|"EDT"|"CT"|"Middlesex County"|"09007"|"Clinton: All residents of Cedar Island"|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"12:30:00"|"EDT"|"CT"|"New London County"|"09011"|"East Lyme/Niantic:Flood-prone areas of town"|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"15:00:00"|"EDT"|"CT"|"New London County"|"09011"|"Old Lyme: Residents situated along the beach communities and those who live-in low-lying areas that are susceptible to flooding"|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"17:30:00"|"EDT"|"CT"|"Fairfield County"|"09001"|"Fairfield: Beach area residents"|""|""
"2021"|"Hurricane Henri"|"State of emergency"|"0"|"2021-08-21"|""|""|"NY"|"Long Island, New York City and Hudson Valley"|""|""|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"12:15:00"|"EDT"|"NY"|"Suffolk County"|"36103"|"Fire Island"|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"16:00:00"|"EDT"|"NY"|"Suffolk County"|"36103"|"Town of East Hampton: Low-lying areas or ""storm surge zone 1"""|""|""
"2021"|"Hurricane Henri"|"State of emergency"|"0"|"2021-08-20"|""|""|"RI"|""|""|""|""|""
"2021"|"Hurricane Henri"|"Voluntary evacuation order"|"2"|"2021-08-21"|"14:45:00"|"EDT"|"RI"|"Washington County"|"44009"|"Town of Westerly: all areas in Misqaumicut Beach on Atlantic Ave"|"2021-08-22"|"09:00:00"
"2021"|"Hurricane Ida"|"State of emergency"|"0"|"2021-08-26"|""|""|"LA"|""|""|""|""|""
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"11:00:00"|"CDT"|"LA"|"Acadia Parish"|"22001"|"Lower/flood prone areas of the parish"|"2021-08-28"|"11:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"17:50:00"|"CDT"|"LA"|"Assumption Parish"|"22007"|"All of Assumption Parish, especially those in low-lying areas, mobile homes and RV’s"|"2021-08-27"|"17:50:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-28"|"09:00:00"|"CDT"|"LA"|"Assumption Parish"|"22007"|"Entire parish"|"2021-08-28"|"09:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"18:00:00"|"CDT"|"LA"|"Calcasieu Parish"|"22019"|"Residents of parish"|"2021-08-27"|"18:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"15:00:00"|"CDT"|"LA"|"Iberia Parish"|"22045"|"Entire parish, especially those in the vulnerable areas of potential storm surges, living in low-lying areas, living in a structure that have experienced flooding in the past, without hurricane safe housing, needs special medical needs, and having special transportation needs."|"2021-08-27"|"15:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"15:00:00"|"CDT"|"LA"|"Iberville Parish"|"22047"|"Entire parish and those in mobile homes, camper or RV"|"2021-08-28"|"15:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-26"|"18:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2021-08-26"|"18:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-26"|"18:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Grand Isle"|"2021-08-27"|"11:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"09:30:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria"|"2021-08-27"|"09:30:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"14:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Town of Jean Lafitte, Lower Lafitte, Crown Point and Barataria, and area outside of the leeves"|"2021-08-27"|"14:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"14:00:00"|"CDT"|"LA"|"Jefferson Parish"|"22051"|"Rest of the parish within the Hurricane protection system."|"2021-08-27"|"14:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"18:00:00"|"CDT"|"LA"|"Jefferson Davis Parish"|"22053"|"Low-lying areas"|"2021-08-27"|"18:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"09:30:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All of Lafourche Parish, especially those in low-lying areas, mobile homes, and RV's"|"2021-08-27"|"09:30:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"15:00:00"|"CDT"|"LA"|"Lafourche Parish"|"22057"|"All of Lafourche Parish, especially those in low-lying areas, mobile homes, and RV's"|"2021-08-28"|"17:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"11:45:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Areas outside the levees"|"2021-08-27"|"11:45:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"11:45:00"|"CDT"|"LA"|"Orleans Parish"|"22071"|"Rest of the parish, other than areas outside the levees"|"2021-08-27"|"11:45:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"11:00:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Oakville to Phillips 66 Alliance Refinery"|"2021-08-27"|"11:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"11:00:00"|"CDT"|"LA"|"Plaquemines Parish"|"22075"|"Entire East Bank of Plaquemines Parish and West Bank of Plaquemines Parish from Phillips 66 Alliance Refinery to Venice"|"2021-08-27"|"15:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"13:00:00"|"CDT"|"LA"|"St. Charles Parish"|"22089"|"All of St. Charles Parish"|"2021-08-27"|"13:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"13:00:00"|"CDT"|"LA"|"St. Charles Parish"|"22089"|"Limited levee protection including Bayou Gauche Island, Kerry’s Point, Cajun Paradise and Lower Des Allemands"|"2021-08-27"|"13:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"17:30:00"|"CDT"|"LA"|"St. Charles Parish"|"22089"|"Entirety of the St. Charles Parish"|"2021-08-28"|"06:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"10:00:00"|"CDT"|"LA"|"St. James Parish"|"22093"|"Entire Town"|"2021-08-28"|"10:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"22:30:00"|"CDT"|"LA"|"St. John the Baptist Parish"|"22095"|"Pleasure Bend and low-lying areas North of I-10 in LaPlace which is Frenier, Peavine, and Manchac"|"2021-08-27"|"22:30:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"13:30:00"|"CDT"|"LA"|"St. John the Baptist Parish"|"22095"|"Entire Parish"|"2021-08-28"|"13:30:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"11:00:00"|"CDT"|"LA"|"St. Landry Parish"|"22097"|"Low-lying areas along lakes, bayous, streams, and drainage structures"|"2021-08-28"|"11:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"12:00:00"|"CDT"|"LA"|"St. Martin Parish"|"22099"|"Lower St. Martin Parish (Stephensville/Belle River)"|"2021-08-28"|"12:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"12:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"Morgan City"|"2021-08-27"|"12:30:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-27"|"16:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"Entire parish"|"2021-08-27"|"18:00:00"
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-27"|"16:30:00"|"CDT"|"LA"|"St. Mary Parish"|"22101"|"Below Hwy 90 - Burns Point & Cypremort Point Communities"|"2021-08-28"|"08:00:00"
"2021"|"Hurricane Ida"|"State of emergency"|"0"|"2021-08-28"|""|""|"MS"|""|""|""|""|""
"2021"|"Hurricane Ida"|"Mandatory evacuation order"|"1"|"2021-08-28"|"16:15:00"|"EDT"|"MS"|"Hancock County"|"28045"|"Those living in low-lying areas, along rivers and in mobile homes, recreational vehicles and modular homes. The area includes Shoreline Park (east and west of Highway 90), Cedar Point, South Beach,Boulevard, East and west side of Highway 603, North Beach, The south side of Clermont Harbor, Lakeshore, Ansley and Herron Bay, Harbor Drive, Chapman Road, Jourdan River Drive"|"2021-08-28"|"10:00:00"
"2021"|"Hurricane Ida"|"Voluntary evacuation order"|"2"|"2021-08-28"|"18:00:00"|"EDT"|"MS"|"Harrison County"|"28047"|"Entire county"|"2021-08-29"|"08:00:00"
"2021"|"Hurricane Nicholas"|"State of emergency"|"0"|"2021-09-13"|""|""|"TX"|"Aransas, Brazoria, Calhoun, Chambers, Galveston, Harris, Jackson, Jasper, Jefferson, Matagorda, Montgomery, Newton, Nueces, Orange, Refugio, San Patricio, and Victoria"|""|""|""|""
"2021"|"Hurricane Nicholas"|"Mandatory evacuation order"|"1"|"2021-09-13"|"13:30:00"|"EDT"|"TX"|"Brazoria County"|"48039"|"City of Quintana"|"2022-09-13"|"15:00:00"
"2021"|"Hurricane Nicholas"|"Voluntary evacuation order"|"2"|"2021-09-13"|"10:00:00"|"CDT"|"TX"|"Calhoun County"|"48057"|"Indianola and Magnolia Beach, as well as low-lying areas near Port Lavaca and Olivia."|""|""
"2021"|"Hurricane Nicholas"|"Voluntary evacuation order"|"2"|"2021-09-13"|"09:00:00"|"CDT"|"TX"|"Calhoun County"|"48057"|"City of Seadrift"|""|""
"2021"|"Hurricane Nicholas"|"State of emergency"|"0"|"2021-09-12"|""|""|"LA"|""|""|""|""|""
"2022"|"Hurricane Ian"|"State of emergency"|"0"|"2022-09-23"|""|""|"FL"|"Brevard, Broward, Charlotte, Collier, DeSoto, Glades, Hardee, Hendry, Highlands, Hillsborough, Indian River, Lee, Manatee, Martin, Miami Dade, Momoe, Okeechobee, Osceola, Palm Beach, Pasco, Pinellas, Polk, Sarasota, and St. Lucie Counties."|""|""|""|""
"2022"|"Hurricane Ian"|"State of emergency"|"0"|"2022-09-24"|""|""|"FL"|"Entire state"|""|""|""|""
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"14:15:00"|"EDT"|"FL"|"Pinellas County"|"12103"|"Evacuation Zone A, and for all residents of mobile homes in any evacuation zone"|"2022-09-26"|"18:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"14:15:00"|"EDT"|"FL"|"Pinellas County"|"12103"|"Evacuation Zones B and C"|"2022-09-27"|"07:00:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"11:10:00"|"EDT"|"FL"|"Pinellas County"|"12103"|"Entire county"|"2022-09-29"|"09:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"16:00:00"|"EDT"|"FL"|"Charlotte County"|"12015"|"Zone A - Red areas. This includes those living on the barrier islands as well as residents in any zone living in mobile homes and trailers."|"2022-09-26"|"16:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"10:40:00"|"EDT"|"FL"|"Charlotte County"|"12015"|"Residents in all of Zone A - Red and all of Zone B - Orange. This includes those living on the barrier islands as well as residents in any zone living in mobile homes and trailers."|"2022-09-27"|"10:40:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"18:25:00"|"EDT"|"FL"|"Charlotte County"|"12015"|"Everyone living in mobile or manufactured homes, regardless of which evacuation zone you live in. Everyone living in Zone A, the red zone, & Zone B, the orange zone, have been ordered to leave. This includes those living on the barrier islands of Don Pedro Island, Knight Island (Palm Island), Little Gasparilla Island, Gasparilla Island, and Manasota Key, as well as residents in any zone living in mobile homes and trailers."|"2022-09-27"|"18:25:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"13:00:00"|"EDT"|"FL"|"Hernando County"|"12053"|"All areas west of US 19, which includes evacuation zones A, B, and C.  All residents living in coastal and low-lying areas, as well as manufactured homes county wide, are included."|"2022-09-26"|"13:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"10:00:00"|"EDT"|"FL"|"Hernando County"|"12053"|"Everyone in evacuation Zones A, B and C. This includes all areas west of U.S. Highway 19. All residents living in coastal and low-lying areas, as well as manufactured homes county-wide, are included, as well."|"2022-09-27"|"10:00:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"11:00:00"|"EDT"|"FL"|"Hernando County"|"12053"|"Evacuation zones A, B, and C, coastal areas and low-lying areas, as well as manufactured homes county wide."|"2022-09-29"|"11:00:00"
"2022"|"Hurricane Ian"|"Local state of emergency"|"0"|"2022-09-26"|"16:30:00"|"EDT"|"FL"|"Citrus County"|"12017"|""|""|""
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"10:30:00"|"EDT"|"FL"|"Citrus County"|"12017"|"Zone A.  This zone includes all low-lying areas west of U.S. Highway 19 and some areas additional areas east of U.S. Highway 19."|"2022-09-27"|"10:30:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"10:30:00"|"EDT"|"FL"|"Citrus County"|"12017"|"Other than Zone A, especially those citizens living in mobile homes, manufactured homes, and recreational vehicles throughout the county"|"2022-09-27"|"10:30:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"08:40:00"|"EDT"|"FL"|"Citrus County"|"12017"|"Entire county"|"2022-09-29"|"08:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"17:45:00"|"EDT"|"FL"|"Pasco County"|"12101"|"Zone A,  manufactured home, mobile home or RV anywhere in Pasco, low-lying area or an area prone to flooding, structure that historically has experienced flooding during heavy rainfall"|"2022-09-26"|"17:45:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"17:45:00"|"EDT"|"FL"|"Pasco County"|"12101"|"Zones B and C, registered with Pasco as a Special Needs Resident"|"2022-09-26"|"17:45:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"11:30:00"|"EDT"|"FL"|"Pasco County"|"12101"|"Entire county"|"2022-09-29"|"11:30:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"17:45:00"|"EDT"|"FL"|"Levy County"|"12075"|"Coastal Communities, RV Parks, Mobile Homes and low lying areas"|"2022-09-26"|"17:45:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"10:40:00"|"EDT"|"FL"|"Collier County"|"12021"|"Immediate coastal areas, west and south of US Highway 41/Tamiami Trail, in low-lying flood-prone areas and mobile homes"|"2022-09-27"|"10:40:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"16:45:00"|"EDT"|"FL"|"Collier County"|"12021"|"Zone A, those living in the immediate coastal areas, west and south of US Highway 41/Tamiami Trail, in low-lying flood-prone areas and mobile homes."|"2022-09-27"|"16:45:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"10:00:00"|"EDT"|"FL"|"Hillsborough County"|"12057"|"Zone A"|"2022-09-26"|"14:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"10:00:00"|"EDT"|"FL"|"Hillsborough County"|"12057"|"Zone B"|"2022-09-26"|"10:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"10:00:00"|"EDT"|"FL"|"Hillsborough County"|"12057"|"Living in mobile and manufactured homes are encouraged to evacuate as well"|"2022-09-26"|"10:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"11:00:00"|"EDT"|"FL"|"Hillsborough County"|"12057"|"Zone B"|"2022-09-27"|"12:00:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"09:00:00"|"EDT"|"FL"|"Hillsborough County"|"12057"|"Entire county"|""|""
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"07:00:00"|"EDT"|"FL"|"Lee County"|"12071"|"The evacuation area includes all of Zone A, which generally includes islands and coastal areas, and Zone B south of Veterans Parkway."|"2022-09-27"|"07:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"10:45:00"|"EDT"|"FL"|"Lee County"|"12071"|"All Zone A and Zone B"|"2022-09-27"|"10:45:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"14:00:00"|"EDT"|"FL"|"Lee County"|"12071"|"All Zone A,  Zone B, portion of Zone C that lies in North Cape Coral and the portion of Zone C in North Fort Myers that is west of Interstate 75."|"2022-09-27"|"14:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"12:00:00"|"EDT"|"FL"|"Manatee County"|"12081"|"Zone A"|"2022-09-27"|"08:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"12:00:00"|"EDT"|"FL"|"Manatee County"|"12081"|"Zone B"|"2022-09-27"|"08:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"08:45:00"|"EDT"|"FL"|"Manatee County"|"12081"|"Zone A and Zone B"|"2022-09-27"|"08:45:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"08:45:00"|"EDT"|"FL"|"Manatee County"|"12081"|"Zone C"|"2022-09-27"|"08:45:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-29"|"09:15:00"|"EDT"|"FL"|"Manatee County"|"12081"|"Entire county"|"2022-09-29"|"09:15:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-26"|"18:20:00"|"EDT"|"FL"|"Sarasota County"|"12115"|"Evacuation Level A"|"2022-09-27"|"07:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"13:00:00"|"EDT"|"FL"|"Sarasota County"|"12115"|"Evacuation Level A, Evacuation Level B, all mobile homes and mobile home parks, RVs and boats."|"2022-09-27"|"13:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-27"|"13:00:00"|"EDT"|"FL"|"St. Johns County"|"12109"|"Zone A, Zone B, Zone F south of County Road 214, the City of St. Augustine, the City of St. Augustine Beach and areas near the coastline and the St. Johns River."|"2022-09-28"|"06:00:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-30"|"10:45:00"|"EDT"|"FL"|"St. Johns County"|"12109"|""|"2022-09-30"|"10:45:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-26"|"16:40:00"|"EDT"|"FL"|"Putnam County"|"12107"|"Evacuation zones A and F, low-lying areas, areas that have a history of flooding, and mobile homes"|"2022-09-27"|"06:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"14:30:00"|"EDT"|"FL"|"Clay County"|"12019"|"Zones A, B and C, as well as the North and South prongs of Black Creek. Zone A is the immediate properties along the St. Johns River and Doctors Lake. Zone B is generally those within a couple of blocks of the river and the lake. Zone C is the main body of Black Creek.  All mobile and manufactured homes and other vulnerable housing are considered Zone A regardless of where they are in the county."|"2022-09-28"|"12:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"11:00:00"|"EDT"|"FL"|"Taylor County"|"12123"|"All coastal, flood prone, and low-lying areas of Taylor County"|"2022-09-27"|"13:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-28"|"08:25:00"|"EDT"|"FL"|"Nassau County"|"12089"|"Zone A and D"|"2022-09-28"|"08:25:00"
"2022"|"Hurricane Ian"|"Evacuation order lifted"|"3"|"2022-09-30"|"08:45:00"|"EDT"|"FL"|"Nassau County"|"12089"|"Entire county"|"2022-09-30"|"08:45:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|""|""|"FL"|"Osceola County"|"12097"|"General population under high risk of flooding and high winds"|"2022-09-27"|"00:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-28"|""|""|"FL"|"Osceola County"|"12097"|"Residents in manufactured homes, low-lying and flood-prone areas were urged to move to a safer location"|"2022-09-28"|"00:00:00"
"2022"|"Hurricane Ian"|"Mandatory evacuation order"|"1"|"2022-09-30"|"17:00:00"|"EDT"|"FL"|"Osceola County"|"12097"|"Good Samaritan Village"|"2022-09-30"|"17:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-10-01"|""|""|"FL"|"Osceola County"|"12097"|"Shingle Creek Reserve at The Oaks"|"2022-10-01"|"00:00:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"17:50:00"|"EDT"|"FL"|"Alachua County"|"12001"|"Those residing in mobile homes, manufactured homes, recreational vehicles, and homes that may not survive the storm, along with those living in low-lying areas or those in proximity to bodies of water."|"2022-09-27"|"17:50:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"15:45:00"|"EDT"|"FL"|"Glades County"|"12043"|"Areas prone to flooding, low lying areas, and mobile homes"|"2022-09-27"|"15:45:00"
